Defense: 13																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
																															
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB BC81:SetPosFromHike(E0 18)	 2pt	 JumpTo AFDF:MoveRelative(00 20)		 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
LILB BC6C:SetPosFromHike(00 18)	 2pt	 C8-Move(C5 B9 07)		 JumpTo AFF0:MoveRelative(00 20)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
LOLB BF09:SetPosFromHike(18 0C)	 2pt	 29-JumpTo BF14:D8-MoveAbsolute(1C 08)		 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// C8-Move(00 BE 0C)	 D8-MoveAbsolute(1C 08)	 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																	
																															
RCB B571:SetPosFromMid(36 28)	 2pt	 																													
29-JumpTo BDF8:03-m2m-WR1	 LoopBack FE// 																														
																															
29-JumpTo BE28:																															
	2E-JumpTo BE33:JumpTo BDF4:02-m2m-FB	 LoopBack FE// 																													
	F4-Pause(1E)	 D8-MoveAbsolute(C8 C0)		 MoveRelative(00 81)	 JumpTo BDF4:02-m2m-FB	 LoopBack FE// 																									
																															
JumpTo AFFD:C8-Move(94 B9 02)	 MoveRelative(00 50)	 F4-Pause(14)		 F5-Pause(3C 78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
																															
LCB B57E:SetPosFromMid(C0 28)	 2pt	 																													
29-JumpTo BE41:																															
2E-JumpTo BE49:JumpTo BDFC:04-m2m-WR2	 LoopBack FE// 																														
F4-Pause(1E)	 MoveRelative(00 81)	 JumpTo BDFC:04-m2m-WR2		 LoopBack FE// 																											
																															
29-JumpTo B58B:D8-MoveAbsolute(1C D8)	 JumpTo BE00:05-m2m-TE	 LoopBack FE// 																													
																															
JumpTo B010:C8-Move(9A B9 03)	 MoveRelative(00 50)	 F4-Pause(14)		 F5-Pause(3C 78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
																															
FS B591:SetPosFromHike(C8 50)	 2pt	 27-JumpTo BE62:2E-JumpTo BE6A:JumpTo BE08:12-m2m-FB		 LoopBack EA	 02-m2m-FB	 LoopBack FE// F4-Pause(64)	 MoveRelative(00 81)	 JumpTo BE08:12-m2m-FB	 LoopBack EA	 02-m2m-FB	 LoopBack FE// D9-MoveAbsolute(36 D8)	 JumpTo BE0C:13-m2m-WR1	 LoopBack EA	 03-m2m-WR1	 LoopBack FE// 																
																															
SS B59E:SetPosFromHike(18 50)	 2pt	 27-JumpTo BE14:15-m2m-TE		 LoopBack EA	 05-m2m-TE	 LoopBack FE// D8-MoveAbsolute(30 D0)	 JumpTo BE86:2E-JumpTo BE98:JumpTo BE10:14-m2m-WR2	 LoopBack EA	 04-m2m-WR2	 LoopBack FE// D8-MoveAbsolute(18 B8)	 D8-MoveAbsolute(20 C0)	 D8-MoveAbsolute(30 C0)	 D9-MoveAbsolute(C0 B8)	 MoveRelative(00 81)	 JumpTo BE10:14-m2m-WR2	 LoopBack EA	 04-m2m-WR2	 LoopBack FE// 													
																															
																															
Defense: DA																															
																															
RE A704:SetPosFromHike(D8 08)	 3pt	 Boost-RS(0F)		 E3(30)	 F7(30)	 D8-MoveAbsolute(D8 08)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
NT A714:SetPosFromHike(F0 08)	 3pt	 Boost-RS(0F)		 E3(30)	 F7(20)	 F3-Pause(28)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
LE A723:SetPosFromHike(08 08)	 3pt	 Boost-RS(0F)		 E3(30)	 F7(30)	 D8-MoveAbsolute(08 08)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
ROLB A733:SetPosFromHike(C8 10)	 2pt	 Boost-RS(0F)		 E3(30)	 F7(30)	 D8-MoveAbsolute(C4 08)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
RILB A743:SetPosFromHike(E0 18)	 2pt	 Boost-RS(0F)		 E3(30)	 F7(30)	 D8-MoveAbsolute(E4 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
LILB A753:SetPosFromHike(00 18)	 2pt	 Boost-RS(0F)		 E3(30)	 F7(30)	 D8-MoveAbsolute(FC 00)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
LOLB A763:SetPosFromHike(18 0C)	 2pt	 Boost-RS(0F)		 E3(30)	 F7(30)	 D8-MoveAbsolute(20 08)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
RCB B5AB:SetPosFromMid(36 28)	 2pt	 JumpTo BE18:MoveRelative(00 C0)		 LoopBack FD// 																											
LCB B5B2:SetPosFromMid(C0 28)	 2pt	 JumpTo BE18:MoveRelative(00 C0)		 LoopBack FD// 																											
FS B5B9:SetPosFromHike(C8 50)	 2pt	 JumpTo BE18:MoveRelative(00 C0)		 LoopBack FD// 																											
SS B5C0:SetPosFromHike(18 50)	 2pt	 JumpTo BE18:MoveRelative(00 C0)		 LoopBack FD// 																											
																															
																															
Defense: DB																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB B4DA:SetPosFromHike(E0 18)	 2pt	 C8-Move(BC B9 06)		 D8-MoveAbsolute(D0 00)	 D8-MoveAbsolute(D0 18)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
LILB B617:SetPosFromHike(00 18)	 2pt	 C8-Move(CB B9 07)		 D8-MoveAbsolute(10 08)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
LOLB BF09:SetPosFromHike(18 0C)	 2pt	 29-JumpTo BF14:D8-MoveAbsolute(1C 08)		 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// C8-Move(00 BE 0C)	 D8-MoveAbsolute(1C 08)	 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																	
RCB B5C7:SetPosFromMid(36 28)	 2pt	 C8-Move(94 B9 02)		 D8-MoveAbsolute(D8 F8)	 D8-MoveAbsolute(E0 08)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
LCB B5DB:SetPosFromMid(C0 28)	 2pt	 C8-Move(51 B9 03)		 D8-MoveAbsolute(10 E8)	 D8-MoveAbsolute(00 08)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
FS B5EF:SetPosFromHike(C8 50)	 2pt	 C8-Move(A0 B9 04)		 D8-MoveAbsolute(B8 C0)	 F4-Pause(C8)	 F4-Pause(64)	 JumpTo BE18:MoveRelative(00 C0)	 LoopBack FD// 																							
SS B601:SetPosFromHike(18 50)	 2pt	 C8-Move(9A B9 05)		 MoveRelative(D8 C8)	 27-JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 F5-Pause(01 8C)	 JumpTo BE18:MoveRelative(00 C0)	 LoopBack FD// 																						
																															
																															
Defense: DC																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB B4DA:SetPosFromHike(E0 18)	 2pt	 C8-Move(BC B9 06)		 D8-MoveAbsolute(D0 00)	 D8-MoveAbsolute(D0 18)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
LILB B617:SetPosFromHike(00 18)	 2pt	 C8-Move(CB B9 07)		 D8-MoveAbsolute(10 08)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
LOLB BF09:SetPosFromHike(18 0C)	 2pt	 29-JumpTo BF14:D8-MoveAbsolute(1C 08)		 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// C8-Move(00 BE 0C)	 D8-MoveAbsolute(1C 08)	 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																	
RCB B628:SetPosFromMid(36 28)	 2pt	 26-JumpTo BE36:2E-JumpTo BDF8:03-m2m-WR1		 LoopBack FE// F4-Pause(1E)	 MoveRelative(00 81)	 JumpTo BDF8:03-m2m-WR1	 LoopBack FE// 26-JumpTo B63E:D8-MoveAbsolute(E8 D8)	 JumpTo BE00:05-m2m-TE	 LoopBack FE// 29-JumpTo B5CB:C8-Move(94 B9 02)	 D8-MoveAbsolute(D8 F8)	 D8-MoveAbsolute(E0 08)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(C0 00)	 D8-MoveAbsolute(C0 28)	 JumpTo BDF0:01-m2m-HB	 LoopBack FE// 													
LCB B644:SetPosFromMid(C0 28)	 2pt	 27-JumpTo B657:F4-Pause(14)		 D8-MoveAbsolute(2C C0)	 MoveRelative(00 90)	 MoveRelative(00 C0)	 JumpTo BDFC:04-m2m-WR2	 LoopBack FE// 29-JumpTo B5DF:C8-Move(51 B9 03)	 D8-MoveAbsolute(10 E8)	 D8-MoveAbsolute(00 08)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(28 00)	 D8-MoveAbsolute(28 28)	 JumpTo BDF4:02-m2m-FB	 LoopBack FE// 														
FS B5EF:SetPosFromHike(C8 50)	 2pt	 C8-Move(A0 B9 04)		 D8-MoveAbsolute(B8 C0)	 F4-Pause(C8)	 F4-Pause(64)	 JumpTo BE18:MoveRelative(00 C0)	 LoopBack FD// 																							
SS B601:SetPosFromHike(18 50)	 2pt	 C8-Move(9A B9 05)		 MoveRelative(D8 C8)	 27-JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 F5-Pause(01 8C)	 JumpTo BE18:MoveRelative(00 C0)	 LoopBack FD// 																						
																															
																															
Defense: DD																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB B665:SetPosFromHike(E0 18)	 2pt	 27-JumpTo BE14:15-m2m-TE		 LoopBack EA	 05-m2m-TE	 LoopBack FE// JumpTo B4DE:C8-Move(BC B9 06)	 D8-MoveAbsolute(D0 00)	 D8-MoveAbsolute(D0 18)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																			
LILB B617:SetPosFromHike(00 18)	 2pt	 C8-Move(CB B9 07)		 D8-MoveAbsolute(10 08)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																							
LOLB BF09:SetPosFromHike(18 0C)	 2pt	 29-JumpTo BF14:D8-MoveAbsolute(1C 08)		 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// C8-Move(00 BE 0C)	 D8-MoveAbsolute(1C 08)	 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																	
RCB B628:SetPosFromMid(36 28)	 2pt	 26-JumpTo BE36:2E-JumpTo BDF8:03-m2m-WR1		 LoopBack FE// F4-Pause(1E)	 MoveRelative(00 81)	 JumpTo BDF8:03-m2m-WR1	 LoopBack FE// 26-JumpTo B63E:D8-MoveAbsolute(E8 D8)	 JumpTo BE00:05-m2m-TE	 LoopBack FE// 29-JumpTo B5CB:C8-Move(94 B9 02)	 D8-MoveAbsolute(D8 F8)	 D8-MoveAbsolute(E0 08)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(C0 00)	 D8-MoveAbsolute(C0 28)	 JumpTo BDF0:01-m2m-HB	 LoopBack FE// 													
LCB B644:SetPosFromMid(C0 28)	 2pt	 27-JumpTo B657:F4-Pause(14)		 D8-MoveAbsolute(2C C0)	 MoveRelative(00 90)	 MoveRelative(00 C0)	 JumpTo BDFC:04-m2m-WR2	 LoopBack FE// 29-JumpTo B5DF:C8-Move(51 B9 03)	 D8-MoveAbsolute(10 E8)	 D8-MoveAbsolute(00 08)	 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(28 00)	 D8-MoveAbsolute(28 28)	 JumpTo BDF4:02-m2m-FB	 LoopBack FE// 														
FS B30F:SetPosFromHike(C8 50)	 2pt	 27-JumpTo BE78:D9-MoveAbsolute(36 B0)		 2E-JumpTo BE83:JumpTo BE0C:13-m2m-WR1	 LoopBack EA	 03-m2m-WR1	 LoopBack FE// F4-Pause(32)	 MoveRelative(00 81)	 JumpTo BE0C:13-m2m-WR1	 LoopBack EA	 03-m2m-WR1	 LoopBack FE// D8-MoveAbsolute(B8 D8)	 D8-MoveAbsolute(B8 10)	 JumpTo BE04:11-m2m-HB	 LoopBack EA	 01-m2m-HB	 LoopBack FE// 														
SS B66F:SetPosFromHike(18 50)	 2pt	 27-JumpTo BEB0:2E-JumpTo BE10:14-m2m-WR2		 LoopBack EA	 04-m2m-WR2	 LoopBack FE// F4-Pause(1E)	 MoveRelative(00 81)	 JumpTo BE10:14-m2m-WR2	 LoopBack EA	 04-m2m-WR2	 LoopBack FE// 29-JumpTo B605:C8-Move(9A B9 05)	 MoveRelative(D8 C8)	 27-JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 F5-Pause(01 8C)	 JumpTo BE18:MoveRelative(00 C0)	 LoopBack FD// D8-MoveAbsolute(30 F8)	 D8-MoveAbsolute(30 20)	 JumpTo BE08:12-m2m-FB	 LoopBack EA	 02-m2m-FB	 LoopBack FE// 									
																															
																															
Defense: DE																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB BC81:SetPosFromHike(E0 18)	 2pt	 JumpTo AFDF:MoveRelative(00 20)		 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
LILB B4EE:SetPosFromHike(00 18)	 2pt	 C8-Move(CB B9 07)		 D8-MoveAbsolute(18 08)	 D8-MoveAbsolute(18 18)	 F4-Pause(3C)	 F5-Pause(1E 8C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
LOLB BF20:SetPosFromHike(18 0C)	 2pt	 C8-Move(7C B9 0C)		 LoopBack EC	 D8-MoveAbsolute(1C 08)	 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																					
RCB AFF9:SetPosFromMid(36 28)	 2pt	 C8-Move(94 B9 02)		 MoveRelative(00 50)	 F4-Pause(14)	 F5-Pause(3C 78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
LCB BC40:SetPosFromMid(C0 28)	 2pt	 C8-Move(61 B9 03)		 JumpTo B014:MoveRelative(00 50)	 F4-Pause(14)	 F5-Pause(3C 78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
FS B262:SetPosFromHike(C8 50)	 2pt	 C8-Move(40 B9 04)		 F4-Pause(14)	 D8-MoveAbsolute(B8 E0)	 F4-Pause(AA)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
SS B682:SetPosFromHike(18 50)	 2pt	 C8-Move(51 B9 05)		 MoveRelative(00 C8)	 JumpTo B60C:27-JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 F5-Pause(01 8C)	 JumpTo BE18:MoveRelative(00 C0)	 LoopBack FD// 																						
																															
																															
Defense: DF																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB BC81:SetPosFromHike(E0 18)	 2pt	 JumpTo AFDF:MoveRelative(00 20)		 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
LILB B4EE:SetPosFromHike(00 18)	 2pt	 C8-Move(CB B9 07)		 D8-MoveAbsolute(18 08)	 D8-MoveAbsolute(18 18)	 F4-Pause(3C)	 F5-Pause(1E 8C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
LOLB BF20:SetPosFromHike(18 0C)	 2pt	 C8-Move(7C B9 0C)		 LoopBack EC	 D8-MoveAbsolute(1C 08)	 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																					
RCB B690:SetPosFromMid(36 28)	 2pt	 29-JumpTo BDF8:03-m2m-WR1		 LoopBack FE// JumpTo AFFD:C8-Move(94 B9 02)	 MoveRelative(00 50)	 F4-Pause(14)	 F5-Pause(3C 78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
LCB B69A:SetPosFromMid(C0 28)	 2pt	 29-JumpTo BE41:2E-JumpTo BE49:JumpTo BDFC:04-m2m-WR2		 LoopBack FE// F4-Pause(1E)	 MoveRelative(00 81)	 JumpTo BDFC:04-m2m-WR2	 LoopBack FE// 29-JumpTo B010:C8-Move(9A B9 03)	 MoveRelative(00 50)	 F4-Pause(14)	 F5-Pause(3C 78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(28 E8)	 27-JumpTo BDF0:01-m2m-HB	 LoopBack FE// JumpTo BDF4:02-m2m-FB	 LoopBack FE// 															
FS B262:SetPosFromHike(C8 50)	 2pt	 C8-Move(40 B9 04)		 F4-Pause(14)	 D8-MoveAbsolute(B8 E0)	 F4-Pause(AA)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																						
SS B682:SetPosFromHike(18 50)	 2pt	 C8-Move(51 B9 05)		 MoveRelative(00 C8)	 JumpTo B60C:27-JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 F5-Pause(01 8C)	 JumpTo BE18:MoveRelative(00 C0)	 LoopBack FD// 																						
																															
																															
Defense: E0																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
NT BEC8:SetPosFromHike(F0 08)	 3pt	 D8-MoveAbsolute(F0 14)		Grapple ALL	 DA-PassRush	 LoopBack FC// 																									
LE BED2:SetPosFromHike(08 08)	 3pt	 D8-MoveAbsolute(08 08)		 D8-MoveAbsolute(00 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
ROLB BEDF:SetPosFromHike(C8 10)	 2pt	 LoopForward 0A		 D8-MoveAbsolute(C4 00)	 D8-MoveAbsolute(C4 14)	 D8-MoveAbsolute(D4 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																						
RILB BC81:SetPosFromHike(E0 18)	 2pt	 JumpTo AFDF:MoveRelative(00 20)		 F5-Pause(5A C8)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																								
LILB B6AD:SetPosFromHike(00 18)	 2pt	 27-JumpTo BE04:11-m2m-HB		 LoopBack EA	 01-m2m-HB	 LoopBack FE// JumpTo B4F2:C8-Move(CB B9 07)	 D8-MoveAbsolute(18 08)	 D8-MoveAbsolute(18 18)	 F4-Pause(3C)	 F5-Pause(1E 8C)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																		
LOLB BF20:SetPosFromHike(18 0C)	 2pt	 C8-Move(7C B9 0C)		 LoopBack EC	 D8-MoveAbsolute(1C 08)	 D8-MoveAbsolute(1C 18)	 D8-MoveAbsolute(0C 2C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																					
RCB B690:SetPosFromMid(36 28)	 2pt	 29-JumpTo BDF8:03-m2m-WR1		 LoopBack FE// JumpTo AFFD:C8-Move(94 B9 02)	 MoveRelative(00 50)	 F4-Pause(14)	 F5-Pause(3C 78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// 																					
LCB B69A:SetPosFromMid(C0 28)	 2pt	 29-JumpTo BE41:2E-JumpTo BE49:JumpTo BDFC:04-m2m-WR2		 LoopBack FE// F4-Pause(1E)	 MoveRelative(00 81)	 JumpTo BDFC:04-m2m-WR2	 LoopBack FE// 29-JumpTo B010:C8-Move(9A B9 03)	 MoveRelative(00 50)	 F4-Pause(14)	 F5-Pause(3C 78)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(28 E8)	 27-JumpTo BDF0:01-m2m-HB	 LoopBack FE// JumpTo BDF4:02-m2m-FB	 LoopBack FE// 															
FS B6B7:SetPosFromHike(C8 50)	 2pt	 27-JumpTo BE0C:13-m2m-WR1		 LoopBack EA	 03-m2m-WR1	 LoopBack FE// 27-JumpTo B266:C8-Move(40 B9 04)	 F4-Pause(14)	 D8-MoveAbsolute(B8 E0)	 F4-Pause(AA)	 JumpTo AABC:FC(FF E0)	 DD-PassRush	 LoopBack FC// D8-MoveAbsolute(D8 88)	 JumpTo BE18:MoveRelative(00 C0)	 LoopBack FD// 																	
SS B6C7:SetPosFromHike(18 50)	 2pt	 29-JumpTo BE86:2E-JumpTo BE98:JumpTo BE10:14-m2m-WR2		 LoopBack EA	 04-m2m-WR2	 LoopBack FE// D8-MoveAbsolute(18 B8)	 D8-MoveAbsolute(20 C0)	 D8-MoveAbsolute(30 C0)	 D9-MoveAbsolute(C0 B8)	 MoveRelative(00 81)	 JumpTo BE10:14-m2m-WR2	 LoopBack EA	 04-m2m-WR2	 LoopBack FE// 27-JumpTo B686:C8-Move(51 B9 05)	 MoveRelative(00 C8)	 JumpTo B60C:27-JumpTo BDEC:F4-Pause(00)	 LoopBack FE// F4-Pause(14)	 F5-Pause(01 8C)	 JumpTo BE18:MoveRelative(00 C0)	 LoopBack FD// D8-MoveAbsolute(30 F0)	 JumpTo BE08:12-m2m-FB	 LoopBack EA	 02-m2m-FB	 LoopBack FE// 							
																															
																															
Defense: E1																															
																															
RE BEBB:SetPosFromHike(D8 08)	 3pt	 D8-MoveAbsolute(D8 08)		 D8-MoveAbsolute(E0 1C)	Grapple ALL	 DA-PassRush	 LoopBack FC// 																								
